   2.6300000E-01   1.0000000E-02   6.6364197E-08   2.7909461E-05   1.2259269E-03   1.9931805E-03   1.0779910E-03
   2.6300000E-01   1.5000000E-02   2.2409328E-07   6.2804606E-05   1.8553559E-03   6.6950741E-03   2.4259537E-03
   2.6300000E-01   2.0000000E-02   5.3127198E-07   1.1165737E-04   2.5057671E-03   1.5676577E-02   4.3118904E-03
   2.6300000E-01   2.5000000E-02   1.0377132E-06   1.7446776E-04   3.1925343E-03   3.0022528E-02   6.7291926E-03
   2.6300000E-01   3.0000000E-02   1.7932300E-06   2.5123576E-04   3.9344975E-03   5.0465331E-02   9.6671066E-03
   2.6300000E-01   3.5000000E-02   2.8478753E-06   3.4197372E-04   4.7553774E-03   7.7298456E-02   1.3123837E-02
   2.6300000E-01   4.0000000E-02   4.2490451E-06   4.4657285E-04   5.6740686E-03   1.1011687E-01   1.7057660E-02
   2.6300000E-01   4.5000000E-02   6.0517716E-06   5.6527142E-04   6.7256109E-03   1.4864093E-01   2.1538667E-02
   2.6300000E-01   5.0000000E-02   8.3017060E-06   6.9787102E-04   7.9373170E-03   1.9152174E-01   2.6506613E-02
   2.6300000E-01   5.5000000E-02   1.1049790E-05   8.4442815E-04   9.3443633E-03   2.3753312E-01   3.1959390E-02
   2.6300000E-01   6.0000000E-02   1.4345840E-05   1.0049431E-03   1.0985087E-02   2.8528812E-01   3.7886512E-02
   2.6300000E-01   6.5000000E-02   1.8239662E-05   1.1794154E-03   1.2898092E-02   3.3349546E-01   4.4281274E-02
   2.6300000E-01   7.0000000E-02   2.2783002E-05   1.3678949E-03   1.5126505E-02   3.8107105E-01   5.1154382E-02
   2.6300000E-01   7.5000000E-02   2.8020721E-05   1.5702651E-03   1.7706015E-02   4.2691609E-01   5.8444029E-02
   2.6300000E-01   8.0000000E-02   3.3992361E-05   1.7862914E-03   2.0668008E-02   4.7021766E-01   6.6100948E-02
   2.6300000E-01   8.5000000E-02   4.0784354E-05   2.0168228E-03   2.4101156E-02   5.1130664E-01   7.4327341E-02
   2.6300000E-01   9.0000000E-02   4.8414172E-05   2.2610857E-03   2.8015881E-02   5.4930875E-01   8.2962734E-02
   2.6300000E-01   9.5000000E-02   5.6940670E-05   2.5193062E-03   3.2465899E-02   5.8426222E-01   9.2028380E-02
   2.6300000E-01   1.0000000E-01   6.6413648E-05   2.7914841E-03   3.7495932E-02   6.1619846E-01   1.0151592E-01
   2.6300000E-01   1.0500000E-01   7.6882917E-05   3.0776193E-03   4.3147254E-02   6.4523433E-01   1.1142109E-01
   2.6300000E-01   1.1000000E-01   8.8398320E-05   3.3777126E-03   4.9454588E-02   6.7152736E-01   1.2174950E-01
   2.6300000E-01   1.1500000E-01   1.0100965E-04   3.6917635E-03   5.6454695E-02   6.9526900E-01   1.3249670E-01
   2.6300000E-01   1.2000000E-01   1.1476672E-04   4.0197722E-03   6.4176933E-02   7.1667832E-01   1.4365973E-01
   2.6300000E-01   1.2500000E-01   1.2971933E-04   4.3617381E-03   7.2646391E-02   7.3595367E-01   1.5523711E-01
   2.6300000E-01   1.3000000E-01   1.4591730E-04   4.7176614E-03   8.1879708E-02   7.5329559E-01   1.6722966E-01
   2.6300000E-01   1.3500000E-01   1.6341047E-04   5.0875429E-03   9.1889532E-02   7.6889201E-01   1.7964237E-01
   2.6300000E-01   1.4000000E-01   1.8224864E-04   5.4713821E-03   1.0268435E-01   7.8292304E-01   1.9246990E-01
   2.6300000E-01   1.4500000E-01   2.0248159E-04   5.8691784E-03   1.1426248E-01   7.9555096E-01   2.0571478E-01
   2.6300000E-01   1.5000000E-01   2.2415916E-04   6.2809322E-03   1.2662540E-01   8.0692163E-01   2.1936081E-01
   2.6300000E-01   1.6000000E-01   2.7204746E-04   7.1463141E-03   1.5363212E-01   8.2641294E-01   2.4788383E-01
   2.6300000E-01   1.7000000E-01   3.2631192E-04   8.0675249E-03   1.8363498E-01   8.4232282E-01   2.7789692E-01
   2.6300000E-01   1.8000000E-01   3.8735117E-04   9.0445672E-03   2.1654922E-01   8.5539692E-01   3.0919310E-01
   2.6300000E-01   1.9000000E-01   4.5556368E-04   1.0077440E-02   2.5239817E-01   8.6625419E-01   3.4136984E-01
   2.6300000E-01   2.0000000E-01   5.3134795E-04   1.1166144E-02   2.9133577E-01   8.7540651E-01   3.7380792E-01
   2.6300000E-01   2.1000000E-01   6.1510226E-04   1.2310675E-02   3.3358347E-01   8.8325554E-01   4.0576048E-01
   2.6300000E-01   2.2000000E-01   7.0722552E-04   1.3511040E-02   3.7943384E-01   8.9011821E-01   4.3637518E-01
   2.6300000E-01   2.3000000E-01   8.0811604E-04   1.4767235E-02   4.2902557E-01   8.9621446E-01   4.6484983E-01
   2.6300000E-01   2.4000000E-01   9.1823950E-04   1.6079774E-02   4.8221053E-01   9.0168906E-01   4.9066880E-01
   2.6300000E-01   2.5000000E-01   1.0378657E-03   1.7447689E-02   5.3845935E-01   9.0659788E-01   5.1361268E-01
   2.6300000E-01   2.6000000E-01   1.1672780E-03   1.8870173E-02   5.9687193E-01   9.1096749E-01   5.3383929E-01
   2.6300000E-01   2.7000000E-01   1.3073581E-03   2.0350325E-02   6.5712241E-01   9.1484703E-01   5.5211335E-01
   2.6300000E-01   2.8000000E-01   1.4580853E-03   2.1885877E-02   7.1839348E-01   9.1823544E-01   5.6876811E-01
   2.6300000E-01   2.9000000E-01   1.6198741E-03   2.3476779E-02   7.8019525E-01   9.2116677E-01   5.8433779E-01
   2.6300000E-01   3.0000000E-01   1.7932296E-03   2.5123573E-02   8.4256317E-01   9.2369211E-01   5.9926902E-01
   2.6300000E-01   3.2000000E-01   2.1764694E-03   2.8585550E-02   9.7063652E-01   9.2778128E-01   6.2771416E-01
   2.6300000E-01   3.4000000E-01   2.6105261E-03   3.2270189E-02   1.1039501E+00   9.3099911E-01   6.5332840E-01
   2.6300000E-01   3.6000000E-01   3.0987570E-03   3.6178121E-02   1.2422006E+00   9.3371059E-01   6.7483747E-01
   2.6300000E-01   3.8000000E-01   3.6446033E-03   4.0310016E-02   1.3791493E+00   9.3599846E-01   6.9209449E-01
   2.6300000E-01   4.0000000E-01   4.2507414E-03   4.4664462E-02   1.5108736E+00   9.3779791E-01   7.0636164E-01
   2.6300000E-01   4.2000000E-01   4.9208347E-03   4.9242746E-02   1.6364597E+00   9.3905630E-01   7.1906467E-01
   2.6300000E-01   4.4000000E-01   5.6578466E-03   5.4044258E-02   1.7572125E+00   9.3988144E-01   7.3049643E-01
   2.6300000E-01   4.6000000E-01   6.4648417E-03   5.9068748E-02   1.8731020E+00   9.4043742E-01   7.4026187E-01
   2.6300000E-01   4.8000000E-01   7.3459575E-03   6.4319150E-02   1.9813720E+00   9.4078962E-01   7.4818891E-01
   2.6300000E-01   5.0000000E-01   8.3027098E-03   6.9790096E-02   2.0806187E+00   9.4089704E-01   7.5477157E-01
   2.6300000E-01   5.2000000E-01   9.3383261E-03   7.5481074E-02   2.1713043E+00   9.4071674E-01   7.6052339E-01
   2.6300000E-01   5.4000000E-01   1.0458921E-02   8.1401509E-02   2.2545598E+00   9.4031445E-01   7.6528829E-01
   2.6300000E-01   5.6000000E-01   1.1664683E-02   8.7543509E-02   2.3291593E+00   9.3981513E-01   7.6873858E-01
   2.6300000E-01   5.8000000E-01   1.2958993E-02   9.3907117E-02   2.3926768E+00   9.3923186E-01   7.7095643E-01
   2.6300000E-01   6.0000000E-01   1.4345837E-02   1.0049429E-01   2.4451691E+00   9.3845817E-01   7.7265995E-01
   2.6300000E-01   6.2000000E-01   1.5828988E-02   1.0730597E-01   2.4891965E+00   9.3741557E-01   7.7440899E-01
   2.6300000E-01   6.4000000E-01   1.7411755E-02   1.1434220E-01   2.5269530E+00   9.3617322E-01   7.7606263E-01
   2.6300000E-01   6.6000000E-01   1.9095682E-02   1.2160028E-01   2.5587952E+00   9.3484629E-01   7.7732371E-01
   2.6300000E-01   6.8000000E-01   2.0884208E-02   1.2908075E-01   2.5850194E+00   9.3347659E-01   7.7814598E-01
   2.6300000E-01   7.0000000E-01   2.2781078E-02   1.3678455E-01   2.6059305E+00   9.3198393E-01   7.7879047E-01
   2.6300000E-01   7.2000000E-01   2.4790056E-02   1.4471248E-01   2.6217108E+00   9.3034079E-01   7.7930524E-01
   2.6300000E-01   7.4000000E-01   2.6914762E-02   1.5286507E-01   2.6327411E+00   9.2862018E-01   7.7953850E-01
   2.6300000E-01   7.6000000E-01   2.9156826E-02   1.6124007E-01   2.6398425E+00   9.2689297E-01   7.7942627E-01
   2.6300000E-01   7.8000000E-01   3.1519305E-02   1.6983740E-01   2.6440992E+00   9.2514356E-01   7.7913906E-01
   2.6300000E-01   8.0000000E-01   3.4005931E-02   1.7865785E-01   2.6454475E+00   9.2326502E-01   7.7903843E-01
   2.6300000E-01   8.2000000E-01   3.6620465E-02   1.8770214E-01   2.6436152E+00   9.2126671E-01   7.7903266E-01
   2.6300000E-01   8.4000000E-01   3.9366678E-02   1.9697098E-01   2.6393817E+00   9.1920041E-01   7.7887165E-01
   2.6300000E-01   8.6000000E-01   4.2246612E-02   2.0646288E-01   2.6339058E+00   9.1711918E-01   7.7840833E-01
   2.6300000E-01   8.8000000E-01   4.5262773E-02   2.1617703E-01   2.6279367E+00   9.1502923E-01   7.7770044E-01
   2.6300000E-01   9.0000000E-01   4.8418896E-02   2.2611418E-01   2.6210008E+00   9.1291291E-01   7.7697312E-01
   2.6300000E-01   9.2000000E-01   5.1718734E-02   2.3627499E-01   2.6121135E+00   9.1077078E-01   7.7617287E-01
   2.6300000E-01   9.4000000E-01   5.5166055E-02   2.4666005E-01   2.6012376E+00   9.0860382E-01   7.7524748E-01
   2.6300000E-01   9.6000000E-01   5.8763563E-02   2.5726876E-01   2.5890808E+00   9.0639433E-01   7.7415092E-01
   2.6300000E-01   9.8000000E-01   6.2513142E-02   2.6809974E-01   2.5765019E+00   9.0415151E-01   7.7303644E-01
   2.6300000E-01   1.0000000E+00   6.6418484E-02   2.7915358E-01   2.5641542E+00   9.0188252E-01   7.7211100E-01
   2.6300000E-01   1.0500000E+00   7.6887787E-02   3.0776690E-01   2.5353070E+00   8.9613555E-01   7.7016957E-01
   2.6300000E-01   1.1000000E+00   8.8403194E-02   3.3777602E-01   2.5080199E+00   8.9049633E-01   7.6888255E-01
   2.6300000E-01   1.1500000E+00   1.0101451E-01   3.6918089E-01   2.4747763E+00   8.8469910E-01   7.6802464E-01
   2.6300000E-01   1.2000000E+00   1.1477769E-01   4.0199090E-01   2.4402898E+00   8.7865186E-01   7.6708888E-01
   2.6300000E-01   1.2500000E+00   1.2973102E-01   4.3618870E-01   2.4069817E+00   8.7252079E-01   7.6561760E-01
   2.6300000E-01   1.3000000E+00   1.4589893E-01   4.7173859E-01   2.3748435E+00   8.6639949E-01   7.6438291E-01
